,CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
10174,13,2,2017,15,2,2017,H1B,SNAP INC,CA,UNITED STATES OF AMERICA,MARKETING,511210.0,25,Y,96163.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,93163.0,140000.0,Year,N,N,CA,90291,DENIED
10175,16,3,2017,17,3,2017,H1B,PARAM INFORMATION SYSTEMS INC,CA,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,541519.0,1,Y,45136.0,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,IL,60654,DENIED
10178,14,6,2017,19,6,2017,E3 Australian,HTX SOLUTIONS LLC,TX,UNITED STATES OF AMERICA,RELIGIOUS WORKERS,92411.0,1,Y,241134.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,200000.0,300000.0,Year,,,TX,77092,DENIED
10179,7,3,2017,13,3,2017,H1B,JOINS AMERICA INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,516110.0,1,Y,18.06,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,38000.0,0.0,Year,N,N,CA,90005,CERTIFIED
10180,31,3,2017,5,4,2017,H1B,INCOMING STUDIOS LLC,WA,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,5112.0,1,Y,62795.0,Year,OES,2016.0,NONE,62795.0,72795.0,Year,N,N,WA,98229,DENIED
10181,30,9,2015,8,2,2017,H1B,CLOUD SOURCE INC,PA,UNITED STATES OF AMERICA,ACCOUNTANTS,541511.0,1,Y,52874.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,PA,19341,CERTIFIEDWITHDRAWN
10182,13,10,2016,17,10,2016,H1B,TEXAS AandM ENGINEERING EXPERIMENT STATION,TX,UNITED STATES OF AMERICA,SCIENTIST,54171.0,1,Y,35298.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,48000.0,0.0,Year,N,N,TX,77843,DENIED
10183,18,3,2017,23,3,2017,H1B,KONANE SOLUTIONS LLC,LA,UNITED STATES OF AMERICA,DOCTORS,541511.0,1,Y,49795.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,68827.0,0.0,Year,N,N,LA,71291,CERTIFIED
10184,28,3,2017,6,4,2017,H1B,TRINITY TECHNOSOFT SOLUTIONS INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,70221.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70221.0,0.0,Year,N,N,NY,10504,CERTIFIEDWITHDRAWN
10185,30,9,2016,9,6,2017,H1B,MCI COMMUNICATIONS SERVICES INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,517919.0,1,Y,102500.0,Year,Other,2016.0,WILLIS TOWERS WATSON SURVEY,124440.0,0.0,Year,N,N,CA,95131,CERTIFIEDWITHDRAWN
10186,20,3,2017,24,3,2017,H1B,AT KEARNEY INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541611.0,50,Y,87734.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,137000.0,147000.0,Year,N,N,GA,30326,CERTIFIED
10188,18,3,2017,23,3,2017,H1B,TRENDSET IT INC,FL,UNITED STATES OF AMERICA,ENGINEERS,5415.0,1,Y,69846.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,72000.0,82000.0,Year,Y,N,FL,33543,CERTIFIED
10189,15,3,2017,21,3,2017,H1B,ROBERT BOSCH LLC,MI,UNITED STATES OF AMERICA,DOCTORS,3363.0,1,Y,111987.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,115000.0,0.0,Year,N,N,CA,94304,CERTIFIED
10190,21,3,2017,27,3,2017,H1B,BLUELINE SOFTWARE SERVICES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,70221.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,71000.0,0.0,Year,Y,N,NJ,8830,CERTIFIED
10191,7,3,2017,13,3,2017,H1B,GOLDMAN SACHS and CO,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523110.0,1,Y,104936.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,152000.0,0.0,Year,N,N,NJ,7302,CERTIFIED
10193,23,3,2017,29,3,2017,H1B,IPLANNER INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,3,Y,55578.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,LA,70508,CERTIFIED
10194,28,1,2016,5,5,2017,H1B,ORDUSION TECHNOLOGIES INC,GA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,64043.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,GA,30269,CERTIFIEDWITHDRAWN
10195,26,3,2017,28,3,2017,H1B,EDISQUARE INC,FL,UNITED STATES OF AMERICA,SCIENTIST,541511.0,1,Y,65312.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,VA,24018,DENIED
10196,25,2,2017,27,2,2017,H1B,PROCAL INVESTMENT AND MANAGEMENT LLC,CA,UNITED STATES OF AMERICA,PUBLIC RELATIONS,52399.0,1,Y,38.61,Hour,OES,2015.0,OFLC ONLINE DATA CENTER,39.0,42.0,Hour,N,N,CA,91776,DENIED
10197,9,6,2017,13,6,2017,H1B,MEQUON JEWISH PRESCHOOL INC,WI,UNITED STATES OF AMERICA,SCIENTIST,611110.0,1,Y,47611.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,55000.0,0.0,Year,N,N,WI,53092,DENIED
10199,22,2,2017,24,2,2017,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,WRITERS EDITORS AND AUTHORS,541511.0,10,Y,62171.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,62171.0,0.0,Year,Y,N,MI,48331,DENIED
10200,30,10,2016,31,10,2016,H1B,SIOUXLAND INTERSTATE METROPOLITAN PLANNING COUNCIL,IA,UNITED STATES OF AMERICA,SCIENTIST,92119.0,1,Y,14.91,Hour,OES,2016.0,NONE,1461.54,0.0,Bi-Weekly,N,N,IA,51105,DENIED
10201,11,6,2014,17,1,2017,H1B,UNIVERSITY OF CONNECTICUT,CT,UNITED STATES OF AMERICA,ACCOUNTANTS,611310.0,1,Y,45000.0,Year,CBA,2013.0,NONE,115000.0,0.0,Year,N,N,CT,6269,CERTIFIEDWITHDRAWN
10203,18,1,2017,19,1,2017,E3 Australian,PENTAGRAM DESIGN INC,NY,UNITED STATES OF AMERICA,ENTERTAINMENT,541430.0,1,Y,41810.0,Year,OES,2016.0,NONE,60000.0,0.0,Year,,,NY,10010,DENIED
10204,19,3,2017,23,3,2017,H1B,ECLINICALWORKS LLC,MA,UNITED STATES OF AMERICA,ENGINEERS,541519.0,1,Y,67122.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,71000.0,110000.0,Year,Y,N,MA,1581,CERTIFIED
10205,17,10,2016,17,4,2017,H1B,SEARS HOLDINGS MANAGEMENT CORPORATION,IL,UNITED STATES OF AMERICA,ANALYSTS,452111.0,1,Y,83500.0,Year,Other,2016.0,WILLIS TOWERS WATSON SURVEY,90000.0,0.0,Year,N,N,IL,60179,CERTIFIEDWITHDRAWN
10206,18,5,2017,24,5,2017,H1B,C VISION INC,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,73258.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,78000.0,0.0,Year,Y,N,OH,43219,CERTIFIED
10208,2,3,2017,8,3,2017,H1B,CODESOURCE 360 INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,63274.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,63300.0,0.0,Year,N,N,TX,77389,CERTIFIED
10210,3,9,2014,2,12,2016,H1B,SENTINEL TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,ACCOUNTANTS,541512.0,1,Y,92914.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,125000.0,0.0,Year,N,N,IL,60515,CERTIFIEDWITHDRAWN
10211,3,2,2017,9,2,2017,H1B,SYTEPOINT INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5415.0,1,Y,6000.0,Month,OES,2016.0,NONE,6000.0,0.0,Month,N,N,CA,91203,DENIED
10212,24,3,2017,30,3,2017,H1B,ALPHA CLINICAL SYSTEMS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,74090.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,NJ,7068,DENIED
10213,22,3,2017,27,3,2017,H1B,INSPIRIX TECHNOLOGIES LLC,MO,UNITED STATES OF AMERICA,MECHANICS,541511.0,1,Y,53643.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,61800.0,0.0,Year,Y,N,MO,63376,DENIED
10215,21,3,2017,27,3,2017,H1B,NAN YA PLASTICS CORPORATION USA,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,326113.0,1,Y,44138.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,44138.0,0.0,Year,N,N,TX,77488,CERTIFIED
10216,18,4,2014,27,10,2016,H1B,MICROSOFT CORPORATION,WA,UNITED STATES OF AMERICA,ANALYSTS,51121.0,1,Y,67350.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,103622.0,0.0,Year,N,N,WA,98052,CERTIFIEDWITHDRAWN
10217,8,2,2017,14,2,2017,H1B,CAPGEMINI AMERICA INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5416.0,1,Y,74173.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74200.0,0.0,Year,Y,N,IL,60661,CERTIFIED
10218,17,3,2017,24,3,2017,H1B,SYMANTEC CORPORATION,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,104000.0,Year,Other,2016.0,WILLIS TOWERS WATSON SURVEY,107233.0,0.0,Year,N,N,CA,94043,DENIED
10219,20,3,2016,4,5,2017,H1B,TELMA SOLUTIONS LLC,VA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,60549.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,60549.0,0.0,Year,N,N,VA,20170,CERTIFIEDWITHDRAWN
10220,20,3,2015,8,12,2016,H1B,VALUE SOFTWARE PRODUCTS INC,VA,UNITED STATES OF AMERICA,ANALYSTS,511210.0,1,Y,67621.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,VA,20166,CERTIFIEDWITHDRAWN
10221,17,3,2015,11,4,2017,H1B,CORBETT ACCEL HEALTHCARE GROUP NEW YORK LLC,IL,UNITED STATES OF AMERICA,ANALYSTS,541613.0,1,Y,38397.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,40533.0,0.0,Year,N,N,NY,10017,CERTIFIEDWITHDRAWN
10222,21,3,2017,28,3,2017,H1B,QUESTPAY INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,62733.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,61000.0,0.0,Year,Y,N,MN,55343,DENIED
10223,8,2,2017,13,2,2017,H1B,SandP GLOBAL MARKET INTELLIGENCE INC,NY,UNITED STATES OF AMERICA,DOCTORS,523999.0,1,Y,61734.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,70000.0,Year,N,N,MA,2110,DENIED
10226,13,5,2016,10,11,2016,H1B,UNIVERSITY OF WISCONSIN MADISON,WI,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,38896.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,50112.0,0.0,Year,N,N,WI,53706,CERTIFIEDWITHDRAWN
10227,17,10,2016,1,11,2016,H1B,MICROSOFT CORPORATION,WA,UNITED STATES OF AMERICA,ANALYSTS,51121.0,1,Y,89669.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,113000.0,0.0,Year,N,N,WA,98052,CERTIFIEDWITHDRAWN
10228,17,3,2016,4,5,2017,H1B,APPLAB SYSTEMS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,46925.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,64000.0,0.0,Year,Y,N,OH,45040,CERTIFIEDWITHDRAWN
10229,27,12,2016,3,1,2017,H1B,IBM INDIA PRIVATE LIMITED,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,67018.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,69875.0,74825.0,Year,N,N,AZ,85027,CERTIFIED
10230,14,2,2017,21,2,2017,H1B,APPLE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334111.0,1,Y,72987.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85000.0,105000.0,Year,N,N,FL,32817,CERTIFIED
10232,26,6,2015,7,6,2017,H1B,UNIVERSITY OF ST THOMAS,MN,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,39190.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,78000.0,0.0,Year,N,N,MN,55105,CERTIFIEDWITHDRAWN
10233,2,5,2017,3,5,2017,H1B,APPLE INC,CA,UNITED STATES OF AMERICA,SCIENTIST,334111.0,1,Y,96179.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,96176.0,106400.0,Year,N,N,TX,78746,DENIED
10234,31,1,2017,6,2,2017,H1B1 Singapore,TIGHTEN CO,IL,UNITED STATES OF AMERICA,FINANCE,541511.0,1,Y,46155.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,53120.0,0.0,Year,,,TX,75226,CERTIFIED
10235,9,3,2017,13,3,2017,H1B,GENERATIONS FAMILY MEDICAL CLINIC LLC,OK,UNITED STATES OF AMERICA,LAWYERS AND LEGAL SUPPORT WORKERS,621399.0,1,Y,72718.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,98500.0,0.0,Year,N,N,OK,74055,DENIED
10236,10,5,2017,16,5,2017,H1B,UNIQUE KEY RESOURCES INC,TN,UNITED STATES OF AMERICA,LAB TECHNICIANS,541511.0,1,Y,83678.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,84000.0,0.0,Year,N,N,WA,98052,DENIED
10237,16,6,2017,23,6,2017,H1B,THE FLOOR SUPPLIERS INC,FL,UNITED STATES OF AMERICA,EDUCATION,54191.0,1,Y,56805.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,74000.0,0.0,Year,N,N,FL,32904,DENIED
10238,17,3,2017,23,3,2017,H1B,HH MEDSTAR HEALTH INC,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,622110.0,1,Y,154523.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,166500.0,0.0,Year,N,N,MD,21218,CERTIFIED
10239,27,2,2017,3,3,2017,H1B,EDISQUARE INC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,75795.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,76000.0,0.0,Year,N,N,NJ,7302,CERTIFIED
10240,4,1,2017,10,1,2017,H1B,IBM INDIA PRIVATE LIMITED,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,78083.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,78083.0,0.0,Year,N,N,MD,20878,CERTIFIED
10241,12,10,2016,21,6,2017,H1B,CIBER INC,CO,UNITED STATES OF AMERICA,ANALYSTS,5415.0,1,Y,35.02,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,42.0,0.0,Hour,N,N,OH,45241,CERTIFIEDWITHDRAWN
10242,17,1,2017,23,1,2017,H1B,VIRTUSA CORPORATION,MA,UNITED STATES OF AMERICA,IT MANAGERS,541511.0,1,Y,90376.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,129080.0,0.0,Year,Y,N,NJ,7302,CERTIFIED
10244,12,3,2016,4,2,2017,H1B,RAISER TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,46842.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,47000.0,0.0,Year,N,N,IL,60504,CERTIFIEDWITHDRAWN
10245,30,3,2017,5,4,2017,H1B,ABP INTERNATIONAL INC,TX,UNITED STATES OF AMERICA,ANALYSTS,423690.0,1,Y,52021.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,52021.0,0.0,Year,N,N,TX,75234,DENIED
10247,15,3,2015,6,10,2016,H1B,AVIGHNA GLOBAL SOLUTIONS LLC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,46571.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,50000.0,0.0,Year,Y,N,NJ,7095,CERTIFIEDWITHDRAWN
10248,31,5,2017,5,6,2017,H1B,GURUS IT SERVICES LLC,NJ,UNITED STATES OF AMERICA,EDUCATION,541511.0,1,Y,55723.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,56000.0,0.0,Year,Y,N,NC,28262,DENIED
10249,8,6,2017,12,6,2017,H1B,INTUIT INC,CA,UNITED STATES OF AMERICA,SCIENTIST,541512.0,1,Y,135898.0,Year,OES,2017.0,RADFORD GLOBAL SURVEY,135898.0,190000.0,Year,N,N,CA,94043,DENIED
10252,23,3,2017,28,3,2017,H1B,5SUNS INC,CA,UNITED STATES OF AMERICA,PUBLIC RELATIONS,5416.0,2,N,25.0,Hour,Other,2016.0,NONE,30.0,35.0,Hour,N,N,CA,94539,DENIED
10254,18,3,2014,26,4,2017,H1B,SSB SYSTEMS INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,54288.0,Year,Other,2013.0,ONLINE WAGE LIBRARY,54288.0,0.0,Year,Y,N,MI,49544,CERTIFIEDWITHDRAWN
10255,24,1,2017,30,1,2017,H1B,KINECTRA LLC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541519.0,1,Y,79019.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,80000.0,0.0,Year,Y,N,CA,90064,CERTIFIED
10256,10,11,2016,16,11,2016,H1B,SAINT LOUIS UNIVERSITY GME,MO,UNITED STATES OF AMERICA,MARKETING,611310.0,1,Y,50898.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,50000.0,60000.0,Year,N,N,MO,63110,DENIED
10258,11,8,2016,5,4,2017,H1B,SDLC MANAGEMENT INC,PA,UNITED STATES OF AMERICA,ANALYSTS,5613.0,1,Y,72571.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,90000.0,100000.0,Year,Y,N,PA,15237,CERTIFIEDWITHDRAWN
10260,5,5,2017,10,5,2017,E3 Australian,LLTS INC,UT,UNITED STATES OF AMERICA,SCIENTIST,611630.0,1,N,13.63,Hour,Other,2017.0,UTAH DEPARTMENT OF WORKFORCE SERVICES,13.03,19.71,Hour,,,UT,84601,DENIED
10263,20,12,2016,23,12,2016,H1B,PCS ENTERPRISES INC,MD,UNITED STATES OF AMERICA,MARKETING,541511.0,1,Y,31.98,Hour,OES,2015.0,OFLC ONLINE DATA CENTER,38.46,0.0,Hour,N,N,DC,20037,DENIED
10264,26,10,2016,1,11,2016,H1B,CYMA SYSTEMS INC,CT,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,541511.0,1,Y,76835.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,76900.0,0.0,Year,Y,N,CA,94107,CERTIFIED
10265,10,2,2017,14,2,2017,H1B,XCALAR INC,CA,UNITED STATES OF AMERICA,SCIENTIST,511210.0,1,Y,102107.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,110000.0,0.0,Year,N,N,CA,95128,DENIED
10266,8,3,2017,10,3,2017,H1B,IBM CORPORATION,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,88067.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,81999.6,140000.4,Year,N,N,MA,2142,DENIED
10268,16,5,2017,22,5,2017,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,64459.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,77028.0,0.0,Year,Y,N,FL,32901,CERTIFIED
10269,7,2,2017,14,2,2017,H1B,LUCID TECHNOLOGIES INC,VA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,74277.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,78000.0,0.0,Year,Y,N,MD,21244,DENIED
10270,4,10,2016,11,10,2016,H1B,TIGERTEXT INC,CA,UNITED STATES OF AMERICA,FINANCE,5112.0,1,Y,127608.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,160000.0,0.0,Year,N,N,CA,90404,CERTIFIED
10271,10,5,2017,1,6,2017,H1B,TRUECAR INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,93163.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,94350.0,157250.0,Year,N,N,CA,90401,CERTIFIEDWITHDRAWN
10272,3,10,2016,7,10,2016,H1B,SDLC MANAGEMENT INC,PA,UNITED STATES OF AMERICA,SCIENTIST,5613.0,1,Y,47486.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55000.0,65000.0,Year,Y,N,PA,15222,CERTIFIED
10273,4,4,2016,7,3,2017,H1B,AIG ASSET MANAGEMENT US LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,5241.0,1,Y,89190.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,110000.0,0.0,Year,N,N,NY,10005,CERTIFIEDWITHDRAWN
10274,3,3,2017,9,3,2017,H1B,PERFICIENT INC,MO,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512.0,1,Y,71906.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,71906.0,81906.0,Year,Y,N,MO,63146,CERTIFIED
10275,6,3,2017,2,6,2017,H1B,WIPRO LLC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,3,Y,61152.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,61152.0,0.0,Year,Y,N,CA,29615,CERTIFIEDWITHDRAWN
10276,9,2,2017,15,2,2017,H1B,CAPGEMINI AMERICA INC,IL,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,74173.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74200.0,0.0,Year,Y,N,IL,60126,CERTIFIED
10277,29,5,2017,2,6,2017,H1B,ESTRELLA C MENDIOLA,MP,UNITED STATES OF AMERICA,FITNESS TRAINERS,445110.0,1,Y,13.5,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,12.73,13.5,Hour,N,N,MP,96951,DENIED
10278,10,3,2017,25,4,2017,H1B,LORSIV TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,52116.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,IL,60532,CERTIFIEDWITHDRAWN
10280,17,10,2016,18,10,2016,H1B,UNIVERSITY OF MASSACHUSETTS BOSTON,MA,UNITED STATES OF AMERICA,SCIENTIST,611310.0,1,Y,46434.0,Year,CBA,2016.0,NONE,60278.0,0.0,Year,N,N,MA,2125,DENIED
10281,24,2,2017,28,2,2017,H1B,NEUROLOGICA CORP,MA,UNITED STATES OF AMERICA,MARKETING,54121.0,1,Y,47500.0,Year,Other,2017.0,EMPLOYER PROVIDED,47500.0,0.0,Year,N,N,MA,1923,DENIED
10282,31,1,2017,1,2,2017,H1B,RTA ARCHITECTS,CO,UNITED STATES OF AMERICA,SCIENTIST,54131.0,1,Y,20.21,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,18.0,22.0,Hour,N,N,CO,80903,DENIED
10284,28,3,2017,4,4,2017,H1B,VADLO SYSTEMS LLC,GA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,67434.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,GU,30071,DENIED
10286,29,2,2016,31,3,2017,H1B,CLEARLITE INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,63877.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,Y,N,NJ,8854,CERTIFIEDWITHDRAWN
10287,11,3,2017,16,3,2017,H1B,EMBLEMATIC TECH SOLUTIONS LLC,MN,UNITED STATES OF AMERICA,ENGINEERS,541512.0,1,Y,71781.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,72000.0,0.0,Year,N,N,NY,37402,DENIED
10288,15,3,2017,21,3,2017,H1B,UNITED STATES LIABILITY INSURANCE COMPANY,PA,UNITED STATES OF AMERICA,DOCTORS,524126.0,1,Y,95930.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,115000.0,0.0,Year,N,N,IL,60523,DENIED
10291,7,12,2016,13,12,2016,H1B,DELOITTE and TOUCHE LLP,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54121.0,15,Y,63710.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,69500.0,0.0,Year,N,N,MA,2116,CERTIFIED
10292,7,11,2016,14,11,2016,H1B,COMANCHE COUNTY HOSPITAL AUTHORITY,OK,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,62211.0,1,Y,80766.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,81000.0,190000.0,Year,N,N,OK,73505,CERTIFIED
10293,19,6,2017,23,6,2017,H1B,ROCKFORD UNIVERSITY,IL,UNITED STATES OF AMERICA,ENGINEERS,611310.0,1,Y,15.63,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,14.42,0.0,Hour,N,N,IL,61108,DENIED
10294,25,10,2016,26,10,2016,H1B,ERNST and YOUNG US LLP,NJ,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,541211.0,1,Y,87173.0,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,96187.0,0.0,Year,N,N,TX,77010,DENIED
10297,2,3,2015,10,11,2016,H1B,HARMONY SCHOOL OF INNOVATION DALLAS,TX,UNITED STATES OF AMERICA,ANALYSTS,611110.0,1,Y,43470.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,43470.0,0.0,Year,N,N,TX,75007,CERTIFIEDWITHDRAWN
10298,15,3,2017,21,3,2017,H1B,JNIT TECHNOLOGIES,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,56131.0,1,Y,70221.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,72000.0,0.0,Year,Y,N,NY,10080,CERTIFIED
10300,28,2,2017,2,3,2017,H1B,AMDOCS INC,MO,UNITED STATES OF AMERICA,HEALTHCARE,541511.0,1,Y,85634.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,89900.0,0.0,Year,N,N,WA,98837,DENIED
